ap_id,gu,address,install_year,install_type_code,install_type,indoor_outdoor,lon,lat,usage_gb,age_norm,usage_norm,usage_norm_log,density_norm,cluster_k3,cluster_k3_rank
5880,관악구,관악산나들길2,2018.0,3,공원(하천),실외,126.94817,37.463764,37.0909956,0.5,0.0296842707,0.381300389,0.0,0,0
5881,관악구,관악산나들길2,2018.0,3,공원(하천),실외,126.947136,37.466637,87.4847622,0.5,0.0700149071,0.469592444,0.0,0,0
5882,관악구,관악산나들길66,2019.0,3,공원(하천),실외,126.947784,37.46114,116.3178777,0.428571429,0.0930903384,0.499138984,0.0,0,0
5883,관악구,관악산나들길114,2019.0,3,공원(하천),실외,126.94598,37.457813,111.0990393,0.428571429,0.0889136497,0.494372223,0.0,0,0
5884,관악구,관악산나들길114,2019.0,3,공원(하천),실외,126.94522,37.455208,130.0654031,0.428571429,0.104092621,0.510746688,0.0,0,0
5885,관악구,관악산나들길114,2019.0,3,공원(하천),실외,126.94726,37.458885,175.0973385,0.428571429,0.14013213,0.541684742,0.0,0,0
5886,관악구,관악산나들길114,2019.0,3,공원(하천),실외,126.94704,37.458355,214.2607414,0.428571429,0.171474994,0.562720696,0.0,0,0
5887,관악구,신림로 23,2018.0,3,공원(하천),실외,126.94465,37.468586,108.3847625,0.5,0.0867413868,0.491804584,0.0,0,0
5888,관악구,남부순환로 1928,2019.0,1,주요거리,실외,126.963646,37.477146,504.1256165,0.428571429,0.403456758,0.652071253,0.0,0,0
5889,관악구,남부순환로 1725,2019.0,1,주요거리,실외,126.94202,37.48251,679.8481086,0.428571429,0.54408923,0.683343645,0.0,0,0
5890,관악구,남부순환로 1744-1,2019.0,1,주요거리,실외,126.943886,37.482018,1655.5986189,0.428571429,1.0,0.776488954,0.0,0,0
5891,관악구,남현길 22,2019.0,1,주요거리,실외,126.97722,37.475582,287.1975302,0.428571429,0.229847037,0.593287463,0.0,0,0
5892,관악구,남부순환로 2082-25,2019.0,1,주요거리,실외,126.98109,37.47611,1032.3820442,0.428571429,0.826225671,0.727052511,0.0,0,0
5893,관악구,난곡로65길 13,2019.0,3,공원(하천),실외,126.91333,37.482323,405.275851,0.428571429,0.3243463,0.629258502,0.0,0,0
5894,관악구,봉천로 465,2019.0,1,주요거리,실외,126.951805,37.48245,576.9372073,0.428571429,0.461728604,0.666177208,0.0,0,0
5895,관악구,관악로 192,2019.0,1,주요거리,실외,126.9534,37.48199,683.9898313,0.428571429,0.547403892,0.683978951,0.0,0,0
5896,관악구,봉천로 497,2019.0,1,주요거리,실외,126.95522,37.481155,403.4580508,0.428571429,0.322891497,0.62878875,0.0,0,0
5897,관악구,봉천로 505,2019.0,1,주요거리,실외,126.95582,37.480522,369.9998458,0.428571429,0.29611456,0.619743633,0.0,0,0
5898,관악구,남부순환로 1873,2019.0,1,주요거리,실외,126.957794,37.479454,671.5566664,0.428571429,0.537453505,0.682060109,0.0,0,0
5899,관악구,관악로15길 10,2019.0,1,주요거리,실외,126.95171,37.48072,470.8459254,0.428571429,0.376822688,0.64493179,0.0,0,0
5900,관악구,관악로16길 13,2019.0,1,주요거리,실외,126.95332,37.480373,665.7654847,0.428571429,0.532818765,0.6811542,0.0,0,0
5901,관악구,신림동길 25,2019.0,1,주요거리,실외,126.92597,37.48699,343.3552525,0.428571429,0.274790625,0.611936556,0.0,0,0
5902,관악구,신림로 360-1,2019.0,1,주요거리,실외,126.929306,37.486412,1053.6334091,0.428571429,0.843233352,0.729184909,0.0,0,0
5903,관악구,남부순환로 1596,2019.0,1,주요거리,실외,126.927925,37.483955,1133.2411117,0.428571429,0.906944194,0.736807908,0.0,0,0
5904,관악구,신림로 315,2019.0,1,주요거리,실외,126.92981,37.482445,1156.8174416,0.428571429,0.925812567,0.738963001,0.0,0,0
5905,관악구,신원로 26,2019.0,1,주요거리,실외,126.92866,37.481518,963.5360523,0.428571429,0.771127534,0.719830253,0.0,0,0
5906,관악구,신림로39길 5,2019.0,3,공원(하천),실외,126.93557,37.476974,192.2434053,0.428571429,0.153854299,0.551417808,0.0,0,0
5907,관악구,미성10길 2,2019.0,3,공원(하천),실외,126.912544,37.473244,322.7543437,0.428571429,0.258303511,0.605474415,0.0,0,0
5908,관악구,난곡로43길 17-1,2019.0,3,공원(하천),실외,126.91484,37.475662,251.9160514,0.428571429,0.201610916,0.579607813,0.0,0,0
5909,관악구,광신길 141 (삼성동 1704-4),2019.0,3,공원(하천),실외,126.926865,37.465084,481.2185268,0.428571429,0.385123985,0.647209651,0.0,0,0
5910,금천구,벚꽃로 286,2019.0,1,주요거리,실외,126.88354,37.480434,269.988066,0.428571429,0.508180181,0.586837628,0.237483282,0,0
5911,금천구,벚꽃로 286,2019.0,1,주요거리,실외,126.8836,37.480274,680.7063817,0.428571429,1.0,0.683475614,1.0,0,0
5912,금천구,벚꽃로 286,2019.0,1,주요거리,실외,126.8836,37.480274,874.1991784,0.428571429,1.0,0.709648625,1.0,0,0
5913,금천구,벚꽃로 286,2019.0,1,주요거리,실외,126.8836,37.480274,319.9803387,0.428571429,0.602277241,0.604572991,1.0,0,0
5914,금천구,벚꽃로 286,2019.0,1,주요거리,실외,126.8836,37.480274,205.3567184,0.428571429,0.386528983,0.558295502,1.0,0,0
5915,금천구,벚꽃로 254,2019.0,1,주요거리,실외,126.88477,37.477196,313.9393542,0.428571429,0.590906706,0.602582691,0.0,0,0
5916,금천구,벚꽃로38길 35,2019.0,3,공원(하천),실외,126.884636,37.482685,313.9413219,0.428571429,0.59091041,0.602583345,0.0,0,0
5917,금천구,금하로24길 60,2019.0,3,공원(하천),실외,126.908585,37.44823,822.6960574,0.428571429,1.0,0.703295314,0.0,0,0
5918,금천구,시흥대로24길 32,2019.0,3,공원(하천),실외,126.90617,37.441444,472.5139384,0.428571429,0.88938088,0.64530145,0.0,0,0
5919,금천구,독산로44나길 10,2019.0,3,공원(하천),실외,126.9061,37.461407,824.6898401,0.428571429,1.0,0.703548568,0.0,0,0
5920,금천구,시흥대로84길 16,2019.0,3,공원(하천),실외,126.9006,37.46015,154.1712817,0.428571429,0.290186111,0.528432608,0.0,0,0
5921,금천구,독산로14길 3,2019.0,3,공원(하천),실외,126.906975,37.452194,485.7838217,0.428571429,0.91435788,0.648196719,0.0,0,0
5922,금천구,시흥대로41길 11,2019.0,3,공원(하천),실외,126.90199,37.447765,408.5985674,0.428571429,0.769077316,0.630111744,0.0,0,0
5923,금천구,금하로816 (시스코),2016.0,1,주요거리,실내,126.917244,37.44791,3.4602946,0.642857143,0.00651305274,0.156628155,0.0,0,0
5924,금천구,금하로816 (시스코),2016.0,1,주요거리,실내,126.92064,37.449802,5.1921901,0.642857143,0.00977288205,0.190995178,0.0,0,0
5925,금천구,금하로816 (시스코),2017.0,1,주요거리,실내,126.91781,37.44656,6.2517985,0.571428571,0.011767311,0.20754217,0.0,0,0
5926,금천구,금하로816 (시스코),2017.0,1,주요거리,실내,126.91765,37.446396,6.6913392,0.571428571,0.0125946286,0.213706454,0.537762844,0,0
5927,금천구,금하로816 (시스코),2017.0,1,주요거리,실내,126.91787,37.446156,6.1083163,0.571428571,0.0114972442,0.205448758,0.0,0,0
5928,금천구,금하로816 (시스코),2017.0,1,주요거리,실내,126.91792,37.446236,5.1200427,0.571428571,0.0096370839,0.189767488,0.337965544,0,0
5929,금천구,금하로816 (시스코),2016.0,1,주요거리,실내,126.921394,37.449608,13.8534496,0.642857143,0.0260753827,0.282648874,0.0,0,0
5930,도봉구,도봉구 마들로11길 77(창동 1-9 플래폼 창동 61 우측 가로등),2022.0,1,주요거리,실외,127.04886,37.65352,242.7552072,0.214285714,0.272930857,0.575743113,0.0,0,0
5931,동대문구,왕산로30길 22,2019.0,2,전통시장,실외,127.04071,37.577515,284.8512917,0.428571429,0.219134864,0.592431163,0.0,0,0
5932,동작구,사당로2가길 219 (사당동 228-11),2021.0,7,공공시설,실내,126.96693,37.48564,188.4356971,0.285714286,0.304131882,0.549333109,0.0,0,0
5933,마포구,성미산로138,2021.0,3,공원(하천),실외,126.92183,37.56345,243.5638079,0.285714286,0.321165245,0.576090035,0.0,0,0
5934,마포구,성미산로32길51,2021.0,3,공원(하천),실외,126.92245,37.562714,162.539697,0.285714286,0.214326176,0.533934931,0.0,0,0
5935,마포구,신촌로26길 10,2021.0,7,공공시설,실내,126.94236,37.555817,314.0638909,0.285714286,0.414127242,0.602624106,0.216371706,0,0
5936,마포구,도화길 37,2021.0,7,공공시설,실내,126.94985,37.54152,42.3974792,0.285714286,0.055905645,0.394962749,1.0,0,0
5937,마포구,도화길 37,2021.0,7,공공시설,실내,126.94985,37.54152,31.1468355,0.285714286,0.0410704524,0.363527439,1.0,0,0
5938,마포구,도화길 37,2021.0,7,공공시설,실내,126.94985,37.54152,103.1332761,0.285714286,0.135992374,0.486650692,1.0,0,0
5939,마포구,도화길 37,2021.0,7,공공시설,실내,126.94985,37.54152,365.7061849,0.285714286,0.482223202,0.618524224,1.0,0,0
5940,마포구,포은로6길 10,2021.0,7,공공시설,실내,126.905556,37.55557,62.940603,0.285714286,0.0829939795,0.435560448,1.0,0,0
5941,마포구,포은로6길 10,2021.0,7,공공시설,실내,126.905556,37.55557,298.2065421,0.285714286,0.39321761,0.597214476,1.0,0,0
5942,마포구,포은로6길 10,2021.0,7,공공시설,실내,126.905556,37.55557,133.0326394,0.285714286,0.175417924,0.513091801,1.0,0,0
5943,마포구,포은로6길 10,2021.0,7,공공시설,실내,126.905556,37.55557,19.5687095,0.285714286,0.0258034388,0.316750326,1.0,0,0
5944,마포구,포은로6길 10,2021.0,7,공공시설,실내,126.905556,37.55557,25.4807562,0.285714286,0.0335991129,0.343216111,1.0,0,0
5945,마포구,포은로6길 10,2021.0,7,공공시설,실내,126.905556,37.55557,93.940987,0.285714286,0.123871345,0.476969751,1.0,0,0
5946,마포구,동교로15길 7,2021.0,7,공공시설,실내,126.91458,37.55509,526.1905768,0.285714286,0.693839261,0.656550001,1.0,0,0
5947,마포구,동교로15길 7,2021.0,7,공공시설,실내,126.91458,37.55509,516.8815173,0.285714286,0.681564257,0.654683745,1.0,0,0
5948,마포구,동교로15길 7,2021.0,7,공공시설,실내,126.91458,37.55509,277.9700543,0.285714286,0.366533608,0.589878597,1.0,0,0
5949,마포구,동교로15길 7,2021.0,7,공공시설,실내,126.91458,37.55509,22.1917777,0.285714286,0.0292622384,0.329323602,1.0,0,0
5950,마포구,독막로 192,2021.0,7,공공시설,실내,126.935265,37.547005,24.6124548,0.285714286,0.0324541634,0.339723665,1.0,0,0
5951,마포구,독막로 192,2021.0,7,공공시설,실내,126.935265,37.547005,54.3726706,0.285714286,0.0716962323,0.420489675,1.0,0,0
5952,마포구,독막로 192,2021.0,7,공공시설,실내,126.935265,37.547005,205.6982159,0.285714286,0.271235359,0.558468714,1.0,0,0
5953,마포구,독막로 192,2021.0,7,공공시설,실내,126.935265,37.547005,508.6284461,0.285714286,0.670681688,0.65300092,1.0,0,0
5954,마포구,숭문길 14,2021.0,7,공공시설,실내,126.94563,37.547016,117.9099361,0.285714286,0.155477001,0.500550984,0.0,0,0
5955,마포구,토정로31길 31,2021.0,7,공공시설,실내,126.94267,37.54215,465.2588523,0.285714286,0.61349418,0.64368401,1.0,0,0
5956,마포구,토정로31길 31,2021.0,7,공공시설,실내,126.94267,37.54215,529.9015677,0.285714286,0.698732604,0.657284799,1.0,0,0
5957,마포구,토정로31길 31,2021.0,7,공공시설,실내,126.94267,37.54215,19.3284424,0.285714286,0.0254866206,0.315519473,1.0,0,0
5958,동작구,사당로9나길 11,2020.0,3,공원(하천),실외,126.9702,37.48628,259.4829419,0.357142857,0.418800888,0.582695932,0.0,0,0
5959,서대문구,연희로15길 103,2019.0,3,공원(하천),실외,126.92807,37.571426,201.7537513,0.428571429,0.219835559,0.556450355,0.0,0,0
5960,성북구,인촌로24길 25,2019.0,1,주요거리,실외,127.02943,37.585,529.0990037,0.428571429,0.36587271,0.657126323,0.0,0,0
5961,성북구,하월곡동 산 2-1,2019.0,3,공원(하천),실외,127.04088,37.610485,242.3560948,0.428571429,0.167589569,0.575571454,0.0,0,0
5962,송파구,가락로5길 23,2020.0,3,공원(하천),실외,127.10152,37.501434,244.4827058,0.357142857,0.332204485,0.576482888,0.0,0,0
5963,은평구,연서로29길 36,2019.0,1,주요거리,실외,126.916626,37.61996,117.4043871,0.428571429,0.086855738,0.500104671,0.0,0,0
5964,은평구,통일로 850,2019.0,2,전통시장,실외,126.92136,37.61911,187.9302132,0.428571429,0.139030743,0.549053213,0.125015446,0,0
5965,마포구,매봉산로 31,2021.0,7,공공시설,실내,126.89058,37.57596,178.7584061,0.285714286,0.235712301,0.543840248,1.0,2,2
5966,중구,덕수궁길 15 별관1동,2018.0,7,공공시설,실내,126.97565,37.564327,1635.2906539,0.5,1.0,0.775196858,1.0,1,1
5967,중구,덕수궁길 15 별관1동,2018.0,7,공공시설,실내,126.97565,37.564327,1497.0194959,0.5,1.0,0.76594835,1.0,1,1
5968,중구,세종대로 110 서울시청,2018.0,7,공공시설,실내,126.978355,37.56689,927.2748344,0.5,0.836887352,0.715816151,1.0,2,2
5969,중구,세종대로 110 서울시청,2018.0,7,공공시설,실내,126.978355,37.56689,133.7057663,0.5,0.120672578,0.51361657,1.0,2,2
5970,중구,세종대로 110 서울시청,2020.0,7,공공시설,실내,126.978355,37.56689,78.620745,0.357142857,0.0709570492,0.458535077,1.0,2,2
5971,중구,"세종대로125, 본관",2018.0,7,공공시설,실내,126.97661,37.567486,32.8325692,0.5,0.0296321421,0.3688814,1.0,0,0
5972,중구,"세종대로125, 본관",2018.0,7,공공시설,실내,126.97661,37.567486,31.3099645,0.5,0.0282579555,0.364057668,1.0,0,0
5973,중구,"세종대로125, 본관",2018.0,7,공공시설,실내,126.97661,37.567486,93.8926883,0.5,0.0847403377,0.476916446,1.0,0,0
5974,중구,"세종대로125, 본관",2018.0,7,공공시설,실내,126.97661,37.567486,103.5004729,0.5,0.0934115896,0.487019427,1.0,0,0
5975,중구,"덕수궁길15, 의원회관",2018.0,7,공공시설,실내,126.97469,37.564564,89.1585325,0.5,0.0804676506,0.471555451,0.768998281,0,0
5976,서초구,태봉로 108,2020.0,7,공공시설,실내,127.028534,37.469456,181.7570606,0.357142857,0.185012417,0.545573293,1.0,0,0
5977,서초구,태봉로 108,2020.0,7,공공시설,실내,127.028534,37.469456,87.0637004,0.357142857,0.0886230404,0.469092774,1.0,0,0
5978,서초구,태봉로 108,2020.0,7,공공시설,실내,127.028534,37.469456,159.7918204,0.357142857,0.162653766,0.532159848,1.0,0,0
5979,서초구,태봉로 108,2020.0,7,공공시설,실내,127.028534,37.469456,157.657975,0.357142857,0.160481702,0.530760368,1.0,0,0
5980,중구,삼일대로 231 (예장동 산 5-85 1층),2017.0,7,공공시설,실내,126.99222,37.55562,73.7983399,0.571428571,0.066604715,0.451990162,1.0,1,1
5981,중구,삼일대로 231 (예장동 산 5-85 1층),2017.0,7,공공시설,실내,126.99222,37.55562,286.5037626,0.571428571,0.258576369,0.593034989,1.0,1,1
5982,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,136.8488102,0.571428571,0.123509249,0.516032678,1.0,1,1
5983,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,253.7974502,0.571428571,0.229058151,0.580384175,1.0,1,1
5984,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,120.766432,0.571428571,0.108994524,0.503037668,1.0,1,1
5985,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,86.5308866,0.571428571,0.0780961383,0.468457054,1.0,1,1
5986,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,36.9746004,0.571428571,0.0333704228,0.380979801,1.0,1,1
5987,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,66.6072699,0.571428571,0.060114605,0.441401623,1.0,1,1
5988,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,37.0129516,0.571428571,0.0334050357,0.381085541,1.0,1,1
5989,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,66.5174006,0.571428571,0.0600334958,0.441262283,1.0,1,1
5990,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,162.0544336,0.571428571,0.146257918,0.533623638,1.0,1,1
5991,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,353.7823439,0.571428571,0.319296873,0.615061432,1.0,1,1
5992,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,213.2140967,0.571428571,0.192430719,0.562210117,1.0,1,1
5993,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,317.5286736,0.571428571,0.286577082,0.603769804,1.0,1,1
5994,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,461.7284914,0.571428571,0.416720813,0.642887829,1.0,1,1
5995,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,4523.7127338,0.571428571,1.0,0.881744345,1.0,1,1
5996,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,32.9004422,0.571428571,0.0296933991,0.36909134,1.0,1,1
5997,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,35.0772813,0.571428571,0.0316580477,0.375610727,1.0,1,1
5998,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,214.8276176,0.571428571,0.19388696,0.562996196,1.0,1,1
5999,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,107.3756048,0.571428571,0.0969089874,0.490833664,1.0,1,1
6000,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,93.8443648,0.571428571,0.0846967246,0.476863088,1.0,1,1
6001,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,90.6072628,0.571428571,0.0817751638,0.473225329,1.0,1,1
6002,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,56.1476762,0.571428571,0.0506745753,0.423794929,1.0,1,1
6003,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,75.2253571,0.571428571,0.0678926317,0.453969852,1.0,1,1
6004,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,1235.7394675,0.571428571,1.0,0.745870653,1.0,1,1
6005,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,897.0902177,0.571428571,0.809645025,0.712353269,1.0,1,1
6006,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,63.3058057,0.571428571,0.0571349558,0.436157057,1.0,1,1
6007,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,27.323771,0.571428571,0.024660322,0.350264279,1.0,1,1
6008,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,35.3554158,0.571428571,0.0319090706,0.37641522,1.0,1,1
6009,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,36.4494406,0.571428571,0.0328964538,0.379521025,1.0,1,1
6010,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,218.0936258,0.571428571,0.196834609,0.564569508,1.0,1,1
6011,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,118.5415133,0.571428571,0.106986483,0.501105901,1.0,1,1
6012,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,299.6404291,0.571428571,0.27043252,0.597715289,1.0,1,1
6013,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,41.4855394,0.571428571,0.0374416515,0.392738029,1.0,1,1
6014,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,51.1223328,0.571428571,0.0461390845,0.414152836,1.0,1,1
6015,중구,삼일대로 231,2017.0,7,공공시설,실내,126.99222,37.55562,158.4207418,0.571428571,0.142978426,0.531262778,1.0,1,1
6016,중구,삼일대로 231 (예장동 산 5-85),2021.0,7,공공시설,실내,126.99222,37.55562,18.6652291,0.285714286,0.016845784,0.312044897,1.0,0,0
6017,중구,삼일대로 231 (예장동 산 5-85),2021.0,7,공공시설,실내,126.99222,37.55562,5.441674,0.285714286,0.0049112141,0.195132915,1.0,0,0
6018,중구,남산동3가 13-31,2019.0,1,주요거리,실외,126.98636,37.560863,583.6649753,0.428571429,0.526771362,0.667389604,0.0,0,0
6019,중구,필동2가 19-1,2019.0,1,주요거리,실외,126.99535,37.561417,352.8248699,0.428571429,0.31843273,0.614778344,0.0,0,0
6020,중구,을지로7가 2-1,2019.0,3,공원(하천),실외,127.01113,37.566284,438.7473438,0.428571429,0.395979786,0.637551654,0.0,0,0
6021,용산구,후암동 244-109,2025.0,7,공공시설,실내,126.97813,37.54865,498.0060785,0.0,0.39381864,0.650794422,1.0,0,0
6022,용산구,후암동 244-109,2025.0,7,공공시설,실내,126.97813,37.54865,165.0423618,0.0,0.13051397,0.535525848,1.0,0,0
6023,용산구,용산동2가 11,2025.0,7,공공시설,실내,126.98554,37.545994,33.3437032,0.0,0.0263678715,0.370452159,0.0,0,0
6024,용산구,용산동2가 11,2025.0,7,공공시설,실내,126.98554,37.545994,228.716469,0.0,0.180866873,0.569529253,0.0,0,0
6025,용산구,갈월동 51-19,2025.0,6,복지시설,실내,126.974846,37.545666,0.8806002,0.0,0.000696345761,0.0661602165,1.0,0,0
6026,용산구,갈월동 51-19,2025.0,6,복지시설,실내,126.974846,37.545666,17.4763198,0.0,0.0138200895,0.30551222,1.0,0,0
6027,용산구,갈월동 51-19,2025.0,6,복지시설,실내,126.974846,37.545666,222.1825595,0.0,0.175699917,0.566506505,1.0,0,0
6028,용산구,갈월동 51-19,2025.0,6,복지시설,실내,126.974846,37.545666,458.6619978,0.0,0.3627057,0.642191317,1.0,0,0
6029,용산구,갈월동 51-19,2025.0,6,복지시설,실내,126.974846,37.545666,674.0913437,0.0,0.533065262,0.682454155,1.0,0,0
6030,용산구,갈월동 51-19,2025.0,6,복지시설,실내,126.974846,37.545666,40.7051205,0.0,0.0321892132,0.390795908,1.0,0,0
6031,용산구,갈월동 51-19,2025.0,6,복지시설,실내,126.974846,37.545666,48.2624057,0.0,0.0381654454,0.408241336,1.0,0,0
6032,용산구,갈월동 51-19,2025.0,6,복지시설,실내,126.974846,37.545666,6.4354073,0.0,0.00508903655,0.21016142,1.0,0,0
6033,용산구,갈월동 51-19,2025.0,6,복지시설,실내,126.974846,37.545666,23.1644599,0.0,0.0183182188,0.333627431,1.0,0,0
6034,용산구,갈월동 51-19,2025.0,6,복지시설,실내,126.974846,37.545666,52.2468098,0.0,0.0413162758,0.416388743,1.0,0,0
6035,용산구,청파동2가 91-1,2025.0,7,공공시설,실내,126.96988,37.54538,14.5630916,0.0,0.0115163352,0.287537743,1.0,0,0
6036,용산구,청파동2가 91-1,2025.0,7,공공시설,실내,126.96988,37.54538,102.6150676,0.0,0.0811470347,0.486128093,1.0,0,0
6037,용산구,청파동2가 91-1,2025.0,7,공공시설,실내,126.96988,37.54538,2.8610714,0.0,0.00226248432,0.141515303,1.0,0,0
6038,용산구,청파동2가 91-1,2025.0,7,공공시설,실내,126.96988,37.54538,26.3973571,0.0,0.0208747644,0.346780703,1.0,0,0
6039,용산구,청파동2가 91-1,2025.0,7,공공시설,실내,126.96988,37.54538,2.4460813,0.0,0.00193431394,0.129604057,1.0,0,0
6040,용산구,청파동2가 91-1,2025.0,7,공공시설,실내,126.96988,37.54538,4.5217665,0.0,0.00357574686,0.178991326,1.0,0,0
6041,용산구,청파동2가 91-1,2025.0,7,공공시설,실내,126.96988,37.54538,160.2866045,0.0,0.12675316,0.532481699,1.0,0,0
6042,용산구,문배동 19-2,2025.0,7,공공시설,실내,126.967674,37.537167,72.8466061,0.0,0.0576064069,0.450648722,1.0,0,0
6043,용산구,문배동 19-2,2025.0,7,공공시설,실내,126.967674,37.537167,419.3593604,0.0,0.331625533,0.632828262,1.0,0,0
6044,용산구,문배동 19-2,2025.0,7,공공시설,실내,126.967674,37.537167,279.1946314,0.0,0.220784543,0.590337422,1.0,0,0
6045,용산구,문배동 19-2,2025.0,7,공공시설,실내,126.967674,37.537167,6.491087,0.0,0.00513306755,0.210942942,1.0,0,0
6046,용산구,문배동 19-2,2025.0,7,공공시설,실내,126.967674,37.537167,3.9661821,0.0,0.00313639579,0.167882548,1.0,0,0
6047,용산구,원효로1가 26-15,2017.0,7,공공시설,실내,126.965866,37.53873,48.8877091,0.571428571,0.0386599296,0.409562642,1.0,0,0
6048,용산구,원효로1가 26-15,2017.0,7,공공시설,실내,126.965866,37.53873,28.4013465,0.571428571,0.0224595009,0.35417569,1.0,0,0
6049,용산구,원효로1가 26-15,2017.0,7,공공시설,실내,126.965866,37.53873,196.9309382,0.571428571,0.155731165,0.553928508,1.0,0,0
6050,용산구,원효로1가 26-15,2017.0,7,공공시설,실내,126.965866,37.53873,1.2314209,0.571428571,0.000973771571,0.084078112,1.0,0,0
6051,용산구,산천동 8-1,2025.0,7,공공시설,실내,126.95149,37.534313,54.2229316,0.0,0.0428789749,0.420206016,0.0,0,0
6052,용산구,효창동 255-5,2025.0,7,공공시설,실내,126.961845,37.542465,35.3576883,0.0,0.0279605126,0.376421768,0.0,0,0
6053,용산구,효창동 255-5,2025.0,7,공공시설,실내,126.961845,37.542465,23.2727026,0.0,0.0184038161,0.334095619,0.0,0,0
6054,용산구,도원동 4-5,2025.0,7,공공시설,실내,126.95759,37.53892,162.9867308,0.0,0.128888395,0.534220884,0.0,0,0
6055,용산구,도원동 4-5,2025.0,7,공공시설,실내,126.95759,37.53892,22.9289108,0.0,0.0181319487,0.332601307,0.0,0,0
6056,용산구,한강로2가 187-3,2025.0,7,공공시설,실내,126.9695,37.52898,0.5379216,0.0,0.00042535865,0.0450880238,1.0,0,0
6057,용산구,한강로2가 187-3,2025.0,7,공공시설,실내,126.9695,37.52898,19.0912749,0.0,0.0150971812,0.314290147,1.0,0,0
6058,용산구,한강로2가 187-3,2025.0,7,공공시설,실내,126.9695,37.52898,38.5328322,0.0,0.0304713874,0.385192373,1.0,0,0
6059,용산구,한강로2가 187-3,2025.0,7,공공시설,실내,126.9695,37.52898,33.4409638,0.0,0.0264447843,0.3707484,1.0,0,0
6060,용산구,한강로2가 187-3,2025.0,7,공공시설,실내,126.9695,37.52898,5.3724373,0.0,0.00424844957,0.1940009,1.0,0,0
6061,용산구,한강로2가 187-3,2025.0,7,공공시설,실내,126.9695,37.52898,1.7477341,0.0,0.00138206734,0.105881378,1.0,0,0
6062,용산구,한강로2가 187-3,2025.0,7,공공시설,실내,126.9695,37.52898,152.247045,0.0,0.12039555,0.527125462,1.0,0,0
6063,용산구,이촌동 206-29,2025.0,7,공공시설,실내,126.954666,37.526253,195.8078845,0.0,0.154843064,0.553332445,1.0,0,0
6064,용산구,이촌동 206-29,2025.0,7,공공시설,실내,126.954666,37.526253,7.864309,0.0,0.00621899899,0.228575016,1.0,0,0
6065,용산구,이촌동 206-29,2025.0,7,공공시설,실내,126.954666,37.526253,650.8954595,0.0,0.514722168,0.678791562,1.0,0,0
6066,용산구,이촌동 206-29,2025.0,7,공공시설,실내,126.954666,37.526253,68.5886278,0.0,0.0542392365,0.444427506,1.0,0,0
6067,용산구,이태원동 100-3,2025.0,7,공공시설,실내,126.99505,37.532448,59.5409184,0.0,0.0470843904,0.42983721,1.0,0,0
6068,용산구,이태원동 100-3,2025.0,7,공공시설,실내,126.99505,37.532448,30.483341,0.0,0.0241059232,0.361342748,1.0,0,0
6069,용산구,이태원동 100-3,2025.0,7,공공시설,실내,126.99505,37.532448,40.3466645,0.0,0.0319057495,0.389891656,1.0,0,0
6070,용산구,이태원동 255-54,2025.0,7,공공시설,실내,126.99019,37.54188,57.6202053,0.0,0.045565508,0.426459941,0.0,0,0
